ID_Encomenda,Data_Calendario,Produto,Quantidade,Preco_Unitario,Estado_Encomenda
ENC-1655,2025-07-25 16:19:00,Churros,2,12.0,Entregue
ENC-2778,2025-07-25 17:18:00,Bolo,7,12.0,Entregue
ENC-2672,2025-07-25 17:35:00,Churros,5,12.0,Entregue
ENC-1553,2025-07-25 21:26:00,Churros,1,12.0,Entregue
ENC-2100,2025-07-26 16:22:00,Churros,3,12.0,Entregue
ENC-1627,2025-07-26 18:38:00,Churros,7,12.0,Entregue
ENC-1280,2025-07-26 20:11:00,Pudim,1,8.0,Entregue
ENC-2894,2025-07-26 20:15:00,Bolo,6,12.0,Entregue
ENC-2303,2025-07-26 21:38:00,Morangoffee,5,14.0,Cancelada
ENC-2104,2025-07-27 11:56:00,Churros,10,12.0,Entregue
ENC-2811,2025-07-27 13:23:00,Pudim,3,8.0,Entregue
ENC-1817,2025-07-27 14:48:00,Churros,9,12.0,Entregue
ENC-2959,2025-07-27 17:27:00,Churros,1,12.0,Entregue
ENC-1245,2025-07-27 18:31:00,Banoffee,6,14.0,Cancelada
ENC-2991,2025-07-27 19:50:00,Banoffee,8,14.0,Entregue
ENC-1591,2025-07-27 20:20:00,Churros,8,12.0,Entregue
ENC-2930,2025-07-27 20:34:00,Morangoffee,7,14.0,Entregue
ENC-1351,2025-07-27 21:19:00,Pudim,10,8.0,Entregue
ENC-2289,2025-07-28 11:04:00,Banoffee,2,14.0,Entregue
ENC-2028,2025-07-28 13:28:00,Bolo,2,12.0,Entregue
ENC-1410,2025-07-28 15:16:00,Churros,5,12.0,Entregue
ENC-2408,2025-07-28 15:57:00,Churros,3,12.0,Entregue
ENC-2893,2025-07-29 13:08:00,Bolo,3,12.0,Entregue
ENC-2984,2025-07-29 13:53:00,Pudim,2,8.0,Cancelada
ENC-1049,2025-07-29 14:40:00,Banoffee,8,14.0,Entregue
ENC-1314,2025-07-29 15:26:00,Morangoffee,6,14.0,Entregue
ENC-2367,2025-07-30 11:23:00,Churros,10,12.0,Entregue
ENC-1364,2025-07-30 12:38:00,Banoffee,2,14.0,Entregue
ENC-1567,2025-07-30 18:42:00,Bolo,8,12.0,Entregue
ENC-1256,2025-07-30 20:41:00,Churros,4,12.0,Entregue
ENC-1537,2025-07-31 11:02:00,Morangoffee,9,14.0,Entregue
ENC-2640,2025-07-31 11:30:00,Morangoffee,3,14.0,Entregue
ENC-1236,2025-07-31 12:44:00,Churros,7,12.0,Entregue
ENC-2736,2025-07-31 15:39:00,Churros,6,12.0,Entregue
ENC-1081,2025-07-31 19:55:00,Morangoffee,8,14.0,Entregue
ENC-1856,2025-07-31 20:52:00,Churros,7,12.0,Entregue
ENC-1299,2025-07-31 22:49:00,Morangoffee,3,14.0,Entregue
ENC-1872,2025-07-31 23:12:00,Morangoffee,1,14.0,Entregue
ENC-1063,2025-08-01 11:38:00,Morangoffee,6,14.0,Entregue
ENC-1855,2025-08-01 14:34:00,Morangoffee,3,14.0,Cancelada
ENC-1644,2025-08-01 15:50:00,Pudim,2,8.0,Entregue
ENC-1552,2025-08-01 20:45:00,Bolo,8,12.0,Entregue
ENC-2921,2025-08-02 13:46:00,Bolo,10,12.0,Entregue
ENC-1043,2025-08-02 17:00:00,Pudim,4,8.0,Entregue
ENC-2246,2025-08-02 20:09:00,Morangoffee,1,14.0,Entregue
ENC-2014,2025-08-03 12:10:00,Banoffee,1,14.0,Entregue
ENC-1438,2025-08-03 14:15:00,Bolo,8,12.0,Entregue
ENC-2936,2025-08-03 14:40:00,Churros,1,12.0,Entregue
ENC-1208,2025-08-03 14:51:00,Churros,5,12.0,Entregue
ENC-1206,2025-08-03 21:38:00,Pudim,5,8.0,Entregue
ENC-1814,2025-08-03 21:58:00,Banoffee,2,14.0,Entregue
ENC-1873,2025-08-03 23:58:00,Morangoffee,9,14.0,Entregue
ENC-1443,2025-08-04 13:11:00,Morangoffee,9,14.0,Entregue
ENC-1106,2025-08-04 13:15:00,Churros,10,12.0,Entregue
ENC-2560,2025-08-04 14:53:00,Banoffee,2,14.0,Entregue
ENC-2690,2025-08-04 15:48:00,Churros,9,12.0,Entregue
ENC-2772,2025-08-04 17:13:00,Pudim,8,8.0,Entregue
ENC-1707,2025-08-04 17:15:00,Bolo,6,12.0,Entregue
ENC-1958,2025-08-04 20:56:00,Bolo,6,12.0,Entregue
ENC-1320,2025-08-04 20:57:00,Churros,2,12.0,Entregue
ENC-2326,2025-08-05 13:11:00,Pudim,2,8.0,Entregue
ENC-1117,2025-08-05 13:59:00,Churros,9,12.0,Entregue
ENC-2212,2025-08-05 15:36:00,Banoffee,4,14.0,Entregue
ENC-1765,2025-08-05 16:45:00,Bolo,3,12.0,Entregue
ENC-2683,2025-08-05 16:50:00,Banoffee,7,14.0,Entregue
ENC-2493,2025-08-05 16:56:00,Morangoffee,1,14.0,Entregue
ENC-1477,2025-08-06 12:21:00,Churros,7,12.0,Entregue
ENC-1841,2025-08-06 14:01:00,Banoffee,10,14.0,Entregue
ENC-1089,2025-08-06 15:37:00,Churros,2,12.0,Entregue
ENC-2350,2025-08-06 19:15:00,Banoffee,7,14.0,Entregue
ENC-1401,2025-08-06 22:10:00,Bolo,10,12.0,Entregue
ENC-2676,2025-08-06 22:59:00,Morangoffee,3,14.0,Entregue
ENC-2710,2025-08-07 11:08:00,Morangoffee,7,14.0,Entregue
ENC-1006,2025-08-07 11:49:00,Churros,10,12.0,Entregue
ENC-1678,2025-08-07 12:02:00,Churros,7,12.0,Entregue
ENC-2205,2025-08-07 12:21:00,Churros,3,12.0,Entregue
ENC-1746,2025-08-07 14:22:00,Morangoffee,1,14.0,Entregue
ENC-1521,2025-08-07 17:16:00,Morangoffee,6,14.0,Entregue
ENC-2478,2025-08-07 23:02:00,Pudim,3,8.0,Entregue
ENC-1551,2025-08-08 20:06:00,Bolo,9,12.0,Entregue
ENC-2156,2025-08-08 23:40:00,Bolo,7,12.0,Entregue
ENC-2001,2025-08-09 15:32:00,Bolo,3,12.0,Entregue
ENC-2285,2025-08-09 16:18:00,Bolo,7,12.0,Entregue
ENC-1888,2025-08-09 19:00:00,Banoffee,5,14.0,Entregue
ENC-2679,2025-08-09 19:48:00,Banoffee,9,14.0,Cancelada
ENC-1691,2025-08-09 21:03:00,Banoffee,5,14.0,Entregue
ENC-1721,2025-08-09 21:11:00,Pudim,5,8.0,Entregue
ENC-1408,2025-08-09 21:18:00,Pudim,8,8.0,Entregue
ENC-2107,2025-08-09 21:23:00,Morangoffee,1,14.0,Entregue
ENC-2925,2025-08-09 21:30:00,Banoffee,6,14.0,Entregue
ENC-2653,2025-08-10 12:32:00,Bolo,1,12.0,Entregue
ENC-2962,2025-08-10 13:00:00,Pudim,3,8.0,Cancelada
ENC-1387,2025-08-10 16:36:00,Morangoffee,5,14.0,Cancelada
ENC-1254,2025-08-10 17:27:00,Churros,2,12.0,Entregue
ENC-1800,2025-08-10 21:07:00,Pudim,6,8.0,Entregue
ENC-2666,2025-08-10 21:24:00,Bolo,7,12.0,Entregue
ENC-1198,2025-08-11 12:01:00,Churros,9,12.0,Entregue
ENC-2709,2025-08-11 15:07:00,Banoffee,9,14.0,Entregue
ENC-2932,2025-08-11 15:15:00,Churros,3,12.0,Entregue
ENC-1188,2025-08-11 19:01:00,Banoffee,3,14.0,Entregue
ENC-2641,2025-08-11 21:51:00,Bolo,9,12.0,Entregue
ENC-1618,2025-08-11 22:03:00,Pudim,3,8.0,Entregue
ENC-1270,2025-08-12 11:48:00,Banoffee,7,14.0,Entregue
ENC-1613,2025-08-12 13:21:00,Pudim,9,8.0,Entregue
ENC-2460,2025-08-13 11:55:00,Morangoffee,5,14.0,Entregue
ENC-2802,2025-08-13 13:03:00,Morangoffee,3,14.0,Entregue
ENC-1446,2025-08-13 14:12:00,Bolo,8,12.0,Entregue
ENC-2272,2025-08-13 16:19:00,Pudim,7,8.0,Entregue
ENC-2410,2025-08-13 16:59:00,Pudim,3,8.0,Cancelada
ENC-1354,2025-08-13 23:39:00,Morangoffee,9,14.0,Entregue
ENC-2668,2025-08-14 12:39:00,Morangoffee,7,14.0,Cancelada
ENC-1963,2025-08-14 14:58:00,Bolo,9,12.0,Entregue
ENC-2151,2025-08-14 15:13:00,Morangoffee,8,14.0,Entregue
ENC-2238,2025-08-14 15:47:00,Banoffee,6,14.0,Entregue
ENC-2472,2025-08-14 21:07:00,Banoffee,8,14.0,Entregue
ENC-1350,2025-08-14 21:37:00,Pudim,2,8.0,Cancelada
ENC-2691,2025-08-14 21:57:00,Morangoffee,5,14.0,Entregue
ENC-1533,2025-08-15 12:06:00,Pudim,2,8.0,Entregue
ENC-2741,2025-08-15 16:31:00,Pudim,10,8.0,Entregue
ENC-1786,2025-08-15 16:32:00,Morangoffee,6,14.0,Entregue
ENC-2881,2025-08-15 16:42:00,Morangoffee,3,14.0,Entregue
ENC-1400,2025-08-15 22:54:00,Churros,7,12.0,Entregue
ENC-2920,2025-08-15 23:02:00,Banoffee,5,14.0,Entregue
ENC-2650,2025-08-15 23:20:00,Pudim,1,8.0,Entregue
ENC-1207,2025-08-16 12:05:00,Churros,7,12.0,Cancelada
ENC-1086,2025-08-16 14:47:00,Churros,6,12.0,Entregue
ENC-2571,2025-08-16 15:08:00,Morangoffee,7,14.0,Entregue
ENC-2838,2025-08-16 16:20:00,Morangoffee,6,14.0,Cancelada
ENC-2841,2025-08-17 12:10:00,Morangoffee,1,14.0,Entregue
ENC-2179,2025-08-17 12:51:00,Banoffee,7,14.0,Entregue
ENC-2786,2025-08-17 12:58:00,Pudim,4,8.0,Entregue
ENC-1697,2025-08-17 13:50:00,Morangoffee,3,14.0,Cancelada
ENC-1174,2025-08-17 14:44:00,Bolo,6,12.0,Entregue
ENC-2536,2025-08-17 15:28:00,Pudim,5,8.0,Entregue
ENC-1555,2025-08-17 18:47:00,Pudim,8,8.0,Entregue
ENC-1216,2025-08-18 14:57:00,Morangoffee,2,14.0,Entregue
ENC-1325,2025-08-18 16:30:00,Banoffee,1,14.0,Entregue
ENC-2435,2025-08-18 18:17:00,Morangoffee,2,14.0,Entregue
ENC-2152,2025-08-18 20:47:00,Churros,4,12.0,Cancelada
ENC-1436,2025-08-18 23:20:00,Morangoffee,6,14.0,Entregue
ENC-2827,2025-08-19 14:01:00,Bolo,8,12.0,Entregue
ENC-1602,2025-08-19 14:56:00,Bolo,9,12.0,Entregue
ENC-1994,2025-08-19 15:20:00,Churros,3,12.0,Entregue
ENC-1379,2025-08-19 15:46:00,Churros,9,12.0,Entregue
ENC-2703,2025-08-19 18:46:00,Banoffee,5,14.0,Entregue
ENC-2922,2025-08-19 19:05:00,Banoffee,9,14.0,Entregue
ENC-1424,2025-08-19 23:53:00,Churros,4,12.0,Entregue
ENC-2433,2025-08-20 16:49:00,Churros,10,12.0,Entregue
ENC-1916,2025-08-20 22:54:00,Morangoffee,3,14.0,Entregue
ENC-1775,2025-08-20 23:53:00,Bolo,2,12.0,Cancelada
ENC-2704,2025-08-21 12:48:00,Morangoffee,6,14.0,Cancelada
ENC-1481,2025-08-21 13:11:00,Bolo,2,12.0,Entregue
ENC-1699,2025-08-21 13:17:00,Pudim,5,8.0,Entregue
ENC-1784,2025-08-21 14:46:00,Churros,8,12.0,Entregue
ENC-1437,2025-08-22 12:35:00,Pudim,4,8.0,Cancelada
ENC-2167,2025-08-22 13:26:00,Pudim,1,8.0,Entregue
ENC-2513,2025-08-22 13:57:00,Bolo,9,12.0,Entregue
ENC-2625,2025-08-22 15:37:00,Banoffee,9,14.0,Entregue
ENC-2021,2025-08-22 17:52:00,Morangoffee,2,14.0,Entregue
ENC-1782,2025-08-23 12:08:00,Pudim,5,8.0,Entregue
ENC-2361,2025-08-23 12:11:00,Banoffee,2,14.0,Entregue
ENC-2970,2025-08-23 12:56:00,Pudim,5,8.0,Entregue
ENC-1356,2025-08-23 16:16:00,Churros,3,12.0,Cancelada
ENC-1204,2025-08-23 17:28:00,Banoffee,2,14.0,Entregue
ENC-1554,2025-08-23 18:14:00,Churros,10,12.0,Entregue
ENC-2735,2025-08-23 19:02:00,Morangoffee,10,14.0,Entregue
ENC-1496,2025-08-23 20:27:00,Banoffee,3,14.0,Entregue
ENC-2313,2025-08-23 23:17:00,Pudim,3,8.0,Entregue
ENC-2575,2025-08-24 17:27:00,Bolo,4,12.0,Entregue
ENC-2497,2025-08-24 19:24:00,Banoffee,4,14.0,Entregue
ENC-2728,2025-08-24 19:35:00,Morangoffee,2,14.0,Entregue
ENC-1294,2025-08-24 21:33:00,Morangoffee,6,14.0,Cancelada
ENC-2004,2025-08-24 22:07:00,Pudim,7,8.0,Entregue
ENC-2085,2025-08-24 22:57:00,Pudim,6,8.0,Entregue
ENC-2275,2025-08-24 23:05:00,Pudim,7,8.0,Entregue
ENC-1760,2025-08-24 23:39:00,Bolo,4,12.0,Entregue
ENC-2415,2025-08-25 15:44:00,Banoffee,2,14.0,Entregue
ENC-1677,2025-08-25 16:26:00,Morangoffee,2,14.0,Entregue
ENC-2918,2025-08-26 13:34:00,Banoffee,7,14.0,Entregue
ENC-1169,2025-08-26 14:21:00,Banoffee,5,14.0,Entregue
ENC-1304,2025-08-26 15:00:00,Bolo,10,12.0,Entregue
ENC-2115,2025-08-26 18:30:00,Bolo,1,12.0,Entregue
ENC-2535,2025-08-26 20:05:00,Morangoffee,6,14.0,Entregue
ENC-1461,2025-08-27 11:24:00,Morangoffee,7,14.0,Entregue
ENC-2667,2025-08-27 16:32:00,Morangoffee,4,14.0,Entregue
ENC-2616,2025-08-27 19:03:00,Banoffee,6,14.0,Entregue
ENC-2404,2025-08-27 19:04:00,Bolo,1,12.0,Entregue
ENC-2254,2025-08-27 20:10:00,Pudim,10,8.0,Entregue
ENC-1795,2025-08-27 20:20:00,Banoffee,8,14.0,Entregue
ENC-2385,2025-08-27 21:25:00,Churros,3,12.0,Entregue
ENC-1953,2025-08-27 22:11:00,Banoffee,8,14.0,Entregue
ENC-1740,2025-08-28 11:55:00,Bolo,7,12.0,Entregue
ENC-2065,2025-08-28 13:13:00,Churros,8,12.0,Entregue
ENC-2244,2025-08-28 16:43:00,Banoffee,8,14.0,Entregue
ENC-2783,2025-08-28 21:03:00,Morangoffee,2,14.0,Entregue
ENC-2876,2025-08-28 21:30:00,Pudim,4,8.0,Entregue
ENC-1905,2025-08-29 11:36:00,Banoffee,10,14.0,Entregue
ENC-2270,2025-08-29 12:25:00,Pudim,7,8.0,Entregue
ENC-1626,2025-08-29 12:51:00,Bolo,1,12.0,Entregue
ENC-1657,2025-08-29 19:50:00,Banoffee,10,14.0,Entregue
ENC-2956,2025-08-29 23:06:00,Morangoffee,1,14.0,Cancelada
ENC-2122,2025-08-30 13:43:00,Pudim,4,8.0,Cancelada
ENC-1995,2025-08-30 14:56:00,Pudim,8,8.0,Entregue
ENC-2804,2025-08-30 16:23:00,Banoffee,7,14.0,Entregue
ENC-1562,2025-08-30 17:36:00,Bolo,5,12.0,Entregue
ENC-2208,2025-08-30 21:38:00,Banoffee,10,14.0,Entregue
ENC-2942,2025-08-30 22:04:00,Morangoffee,6,14.0,Entregue
ENC-2459,2025-08-31 17:29:00,Churros,6,12.0,Entregue
ENC-1091,2025-08-31 22:10:00,Bolo,10,12.0,Entregue
ENC-1463,2025-09-01 15:25:00,Banoffee,9,14.0,Entregue
ENC-1225,2025-09-01 20:26:00,Banoffee,5,14.0,Entregue
ENC-2051,2025-09-01 22:35:00,Banoffee,2,14.0,Entregue
ENC-2360,2025-09-01 23:33:00,Pudim,6,8.0,Entregue
ENC-2271,2025-09-02 12:05:00,Bolo,7,12.0,Cancelada
ENC-2732,2025-09-02 13:45:00,Pudim,3,8.0,Entregue
ENC-2351,2025-09-02 15:22:00,Pudim,8,8.0,Entregue
ENC-2883,2025-09-02 16:56:00,Pudim,1,8.0,Entregue
ENC-2121,2025-09-02 17:50:00,Pudim,6,8.0,Entregue
ENC-2694,2025-09-02 22:17:00,Banoffee,3,14.0,Entregue
ENC-1780,2025-09-03 14:33:00,Morangoffee,1,14.0,Entregue
ENC-1000,2025-09-03 20:20:00,Banoffee,7,14.0,Entregue
ENC-1813,2025-09-03 20:27:00,Churros,3,12.0,Entregue
ENC-1102,2025-09-03 21:35:00,Churros,3,12.0,Entregue
ENC-2856,2025-09-03 21:59:00,Bolo,7,12.0,Entregue
ENC-1925,2025-09-04 11:27:00,Banoffee,2,14.0,Entregue
ENC-2585,2025-09-04 12:40:00,Bolo,3,12.0,Entregue
ENC-2257,2025-09-04 14:17:00,Bolo,5,12.0,Entregue
ENC-2765,2025-09-04 18:37:00,Morangoffee,2,14.0,Entregue
ENC-1312,2025-09-04 20:49:00,Bolo,3,12.0,Entregue
ENC-2629,2025-09-05 11:49:00,Banoffee,7,14.0,Entregue
ENC-1357,2025-09-05 13:51:00,Morangoffee,1,14.0,Entregue
ENC-1435,2025-09-05 20:35:00,Bolo,10,12.0,Entregue
ENC-1758,2025-09-05 22:06:00,Pudim,1,8.0,Entregue
ENC-1142,2025-09-05 23:16:00,Bolo,2,12.0,Entregue
ENC-1734,2025-09-06 11:31:00,Morangoffee,5,14.0,Entregue
ENC-2552,2025-09-06 12:11:00,Banoffee,9,14.0,Entregue
ENC-1735,2025-09-06 13:10:00,Banoffee,1,14.0,Entregue
ENC-1984,2025-09-06 16:14:00,Pudim,8,8.0,Entregue
ENC-2108,2025-09-06 16:54:00,Churros,8,12.0,Entregue
ENC-2755,2025-09-06 17:22:00,Morangoffee,6,14.0,Entregue
ENC-2574,2025-09-06 20:32:00,Morangoffee,8,14.0,Entregue
ENC-2593,2025-09-07 12:35:00,Pudim,8,8.0,Entregue
ENC-1922,2025-09-07 18:56:00,Pudim,3,8.0,Entregue
ENC-2355,2025-09-07 23:43:00,Morangoffee,7,14.0,Entregue
ENC-1777,2025-09-08 17:04:00,Pudim,7,8.0,Entregue
ENC-2529,2025-09-08 20:26:00,Morangoffee,10,14.0,Entregue
ENC-2053,2025-09-09 11:17:00,Churros,6,12.0,Entregue
ENC-2356,2025-09-09 14:28:00,Pudim,9,8.0,Entregue
ENC-1002,2025-09-09 14:38:00,Bolo,8,12.0,Entregue
ENC-1468,2025-09-09 14:42:00,Bolo,1,12.0,Entregue
ENC-2288,2025-09-09 15:36:00,Bolo,5,12.0,Entregue
ENC-1303,2025-09-09 15:56:00,Morangoffee,3,14.0,Entregue
ENC-1733,2025-09-09 22:05:00,Morangoffee,7,14.0,Entregue
ENC-2193,2025-09-10 23:01:00,Pudim,7,8.0,Entregue
ENC-1593,2025-09-10 23:03:00,Banoffee,5,14.0,Cancelada
ENC-2597,2025-09-11 13:52:00,Pudim,2,8.0,Entregue
ENC-1864,2025-09-11 14:11:00,Pudim,8,8.0,Entregue
ENC-2828,2025-09-11 17:39:00,Bolo,2,12.0,Entregue
ENC-1056,2025-09-11 21:55:00,Pudim,10,8.0,Entregue
ENC-1377,2025-09-12 11:35:00,Banoffee,1,14.0,Entregue
ENC-2282,2025-09-12 12:02:00,Pudim,1,8.0,Entregue
ENC-1358,2025-09-12 16:10:00,Morangoffee,7,14.0,Entregue
ENC-2437,2025-09-12 17:41:00,Bolo,1,12.0,Entregue
ENC-2061,2025-09-12 19:14:00,Bolo,2,12.0,Entregue
ENC-1146,2025-09-12 19:23:00,Morangoffee,10,14.0,Entregue
ENC-2394,2025-09-12 22:47:00,Morangoffee,5,14.0,Entregue
ENC-2658,2025-09-13 16:00:00,Banoffee,8,14.0,Entregue
ENC-2165,2025-09-13 16:38:00,Banoffee,6,14.0,Entregue
ENC-2498,2025-09-13 17:12:00,Banoffee,10,14.0,Entregue
ENC-2140,2025-09-13 18:52:00,Churros,6,12.0,Entregue
ENC-1301,2025-09-13 22:03:00,Churros,6,12.0,Entregue
ENC-2470,2025-09-14 14:32:00,Bolo,9,12.0,Entregue
ENC-1137,2025-09-15 13:57:00,Pudim,5,8.0,Entregue
ENC-2715,2025-09-15 15:24:00,Morangoffee,9,14.0,Entregue
ENC-1343,2025-09-15 15:41:00,Morangoffee,10,14.0,Entregue
ENC-2540,2025-09-15 18:23:00,Banoffee,4,14.0,Entregue
ENC-2196,2025-09-15 21:58:00,Morangoffee,9,14.0,Entregue
ENC-2545,2025-09-15 22:09:00,Morangoffee,5,14.0,Entregue
ENC-2074,2025-09-16 11:01:00,Churros,2,12.0,Entregue
ENC-1961,2025-09-16 11:34:00,Churros,9,12.0,Entregue
ENC-1986,2025-09-16 13:58:00,Morangoffee,5,14.0,Entregue
ENC-2738,2025-09-16 15:56:00,Morangoffee,3,14.0,Entregue
ENC-2336,2025-09-16 19:35:00,Bolo,7,12.0,Entregue
ENC-2146,2025-09-16 21:52:00,Bolo,3,12.0,Entregue
ENC-2040,2025-09-17 11:30:00,Churros,4,12.0,Entregue
ENC-1861,2025-09-17 12:26:00,Churros,9,12.0,Entregue
ENC-2810,2025-09-17 13:42:00,Morangoffee,2,14.0,Entregue
ENC-1402,2025-09-17 16:08:00,Pudim,5,8.0,Entregue
ENC-2474,2025-09-17 16:36:00,Morangoffee,2,14.0,Entregue
ENC-2041,2025-09-17 17:13:00,Bolo,2,12.0,Entregue
ENC-1770,2025-09-17 17:31:00,Banoffee,5,14.0,Entregue
ENC-1950,2025-09-17 17:40:00,Banoffee,8,14.0,Entregue
ENC-1310,2025-09-17 18:16:00,Pudim,2,8.0,Entregue
ENC-1532,2025-09-17 21:24:00,Churros,10,12.0,Cancelada
ENC-1392,2025-09-17 23:11:00,Morangoffee,7,14.0,Entregue
ENC-2960,2025-09-18 11:01:00,Churros,6,12.0,Entregue
ENC-2797,2025-09-18 12:59:00,Banoffee,4,14.0,Cancelada
ENC-2642,2025-09-18 13:18:00,Bolo,7,12.0,Entregue
ENC-1108,2025-09-18 15:06:00,Morangoffee,1,14.0,Cancelada
ENC-1540,2025-09-18 17:48:00,Bolo,7,12.0,Entregue
ENC-1447,2025-09-18 18:42:00,Morangoffee,10,14.0,Entregue
ENC-2286,2025-09-18 19:36:00,Churros,5,12.0,Entregue
ENC-2456,2025-09-18 20:24:00,Banoffee,1,14.0,Entregue
ENC-1083,2025-09-18 23:27:00,Morangoffee,6,14.0,Entregue
ENC-1797,2025-09-19 13:14:00,Banoffee,9,14.0,Entregue
ENC-2450,2025-09-19 15:45:00,Bolo,1,12.0,Entregue
ENC-2674,2025-09-19 18:37:00,Churros,5,12.0,Entregue
ENC-1878,2025-09-19 23:48:00,Churros,2,12.0,Entregue
ENC-1911,2025-09-20 14:23:00,Pudim,9,8.0,Entregue
ENC-2180,2025-09-20 17:06:00,Banoffee,5,14.0,Entregue
ENC-2757,2025-09-20 17:30:00,Pudim,4,8.0,Cancelada
ENC-2189,2025-09-20 19:08:00,Morangoffee,8,14.0,Cancelada
ENC-2365,2025-09-21 13:31:00,Pudim,10,8.0,Entregue
ENC-2698,2025-09-21 20:58:00,Churros,5,12.0,Entregue
ENC-2884,2025-09-21 21:01:00,Pudim,9,8.0,Entregue
ENC-2210,2025-09-21 21:11:00,Pudim,1,8.0,Entregue
ENC-2434,2025-09-21 22:40:00,Banoffee,4,14.0,Entregue
ENC-1284,2025-09-22 12:06:00,Churros,7,12.0,Entregue
ENC-1322,2025-09-22 13:15:00,Banoffee,5,14.0,Entregue
ENC-2387,2025-09-22 15:35:00,Pudim,7,8.0,Entregue
ENC-1326,2025-09-22 16:07:00,Banoffee,9,14.0,Entregue
ENC-2621,2025-09-23 13:10:00,Morangoffee,4,14.0,Cancelada
ENC-2190,2025-09-23 13:52:00,Morangoffee,4,14.0,Entregue
ENC-1711,2025-09-23 14:02:00,Morangoffee,8,14.0,Entregue
ENC-1956,2025-09-23 17:04:00,Pudim,5,8.0,Entregue
ENC-2673,2025-09-23 19:38:00,Churros,8,12.0,Entregue
ENC-2655,2025-09-23 22:50:00,Bolo,4,12.0,Entregue
ENC-1025,2025-09-24 12:34:00,Pudim,2,8.0,Entregue
ENC-2968,2025-09-24 15:23:00,Churros,8,12.0,Entregue
ENC-1058,2025-09-24 16:11:00,Pudim,3,8.0,Entregue
ENC-2998,2025-09-24 20:50:00,Morangoffee,3,14.0,Entregue
ENC-2634,2025-09-24 23:30:00,Banoffee,10,14.0,Cancelada
ENC-1416,2025-09-25 17:34:00,Churros,6,12.0,Entregue
ENC-2185,2025-09-26 11:15:00,Churros,3,12.0,Entregue
ENC-1490,2025-09-26 11:41:00,Churros,8,12.0,Entregue
ENC-2261,2025-09-26 16:19:00,Bolo,4,12.0,Entregue
ENC-1638,2025-09-26 17:39:00,Banoffee,2,14.0,Entregue
ENC-2495,2025-09-26 21:30:00,Pudim,2,8.0,Entregue
ENC-1453,2025-09-27 13:29:00,Banoffee,8,14.0,Entregue
ENC-1099,2025-09-27 14:44:00,Banoffee,8,14.0,Entregue
ENC-2476,2025-09-27 15:11:00,Morangoffee,10,14.0,Entregue
ENC-2000,2025-09-27 15:48:00,Bolo,4,12.0,Entregue
ENC-2584,2025-09-27 20:09:00,Banoffee,4,14.0,Entregue
ENC-1449,2025-09-27 20:57:00,Churros,4,12.0,Entregue
ENC-1406,2025-09-27 21:56:00,Pudim,1,8.0,Cancelada
ENC-2128,2025-09-28 12:20:00,Banoffee,5,14.0,Cancelada
ENC-2134,2025-09-28 13:42:00,Churros,7,12.0,Entregue
ENC-1511,2025-09-28 22:19:00,Churros,9,12.0,Entregue
ENC-1260,2025-09-29 12:18:00,Morangoffee,8,14.0,Entregue
ENC-1724,2025-09-29 21:19:00,Banoffee,7,14.0,Cancelada
ENC-1413,2025-09-29 21:26:00,Churros,7,12.0,Entregue
ENC-1863,2025-09-29 22:58:00,Bolo,10,12.0,Entregue
ENC-2868,2025-09-30 14:26:00,Banoffee,10,14.0,Entregue
ENC-2935,2025-09-30 15:37:00,Bolo,9,12.0,Entregue
ENC-1739,2025-09-30 19:01:00,Banoffee,5,14.0,Entregue
ENC-1806,2025-09-30 22:13:00,Churros,3,12.0,Entregue
ENC-1982,2025-09-30 23:36:00,Bolo,10,12.0,Entregue
ENC-1087,2025-10-01 11:06:00,Churros,5,12.0,Entregue
ENC-2368,2025-10-01 11:54:00,Morangoffee,1,14.0,Entregue
ENC-2550,2025-10-01 12:27:00,Bolo,4,12.0,Entregue
ENC-2332,2025-10-01 12:33:00,Banoffee,7,14.0,Cancelada
ENC-1869,2025-10-01 16:15:00,Pudim,9,8.0,Entregue
ENC-2137,2025-10-01 20:08:00,Morangoffee,5,14.0,Entregue
ENC-2147,2025-10-01 21:55:00,Morangoffee,5,14.0,Entregue
ENC-1094,2025-10-02 11:15:00,Churros,6,12.0,Entregue
ENC-2706,2025-10-02 12:00:00,Banoffee,6,14.0,Entregue
ENC-1637,2025-10-02 17:00:00,Pudim,3,8.0,Entregue
ENC-2813,2025-10-02 18:31:00,Morangoffee,8,14.0,Entregue
ENC-2116,2025-10-02 18:39:00,Churros,5,12.0,Entregue
ENC-2064,2025-10-02 18:48:00,Churros,3,12.0,Entregue
ENC-2678,2025-10-02 19:06:00,Churros,3,12.0,Entregue
ENC-2987,2025-10-02 22:59:00,Banoffee,5,14.0,Entregue
ENC-1636,2025-10-03 12:27:00,Churros,10,12.0,Entregue
ENC-2522,2025-10-03 15:30:00,Pudim,8,8.0,Entregue
ENC-1578,2025-10-03 17:13:00,Churros,2,12.0,Entregue
ENC-1001,2025-10-03 17:53:00,Churros,1,12.0,Entregue
ENC-2304,2025-10-03 19:27:00,Pudim,4,8.0,Entregue
ENC-1642,2025-10-03 21:59:00,Morangoffee,2,14.0,Cancelada
ENC-2686,2025-10-04 13:22:00,Churros,2,12.0,Entregue
ENC-2759,2025-10-04 14:37:00,Churros,9,12.0,Entregue
ENC-1194,2025-10-04 15:12:00,Bolo,6,12.0,Entregue
ENC-2965,2025-10-04 15:27:00,Churros,8,12.0,Entregue
